state,zcta5,placefp,stab,placenm,zipname,pop10,afact
State code,ZIP census tabulation area,Place code,State abbreviation,Place name,ZCTA name,Total population (2010),zcta5 to placefp allocation factor
13,30067,49756,GA,"Marietta city, GA","Marietta, GA",10853,1
13,30068,49756,GA,"Marietta city, GA","Marietta, GA",1124,1
13,30076,1696,GA,"Alpharetta city, GA","Roswell, GA",2393,1
13,30080,49756,GA,"Marietta city, GA","Smyrna, GA",3,1
13,30092,68516,GA,"Sandy Springs city, GA","Norcross, GA",324,1
13,30152,49756,GA,"Marietta city, GA","Kennesaw, GA",705,1
13,30161,66668,GA,"Rome city, GA","Rome, GA",16278,1
13,30165,66668,GA,"Rome city, GA","Rome, GA",20025,1
13,30303,4000,GA,"Atlanta city, GA","Atlanta, GA",5934,1
13,30305,4000,GA,"Atlanta city, GA","Atlanta, GA",22999,1
13,30306,4000,GA,"Atlanta city, GA","Atlanta, GA",16859,1
13,30307,4000,GA,"Atlanta city, GA","Atlanta, GA",14419,1
13,30308,4000,GA,"Atlanta city, GA","Atlanta, GA",15413,1
13,30309,4000,GA,"Atlanta city, GA","Atlanta, GA",21845,1
13,30310,4000,GA,"Atlanta city, GA","Atlanta, GA",26912,1
13,30311,4000,GA,"Atlanta city, GA","Atlanta, GA",32076,1
13,30312,4000,GA,"Atlanta city, GA","Atlanta, GA",19360,1
13,30313,4000,GA,"Atlanta city, GA","Atlanta, GA",9495,1
13,30314,4000,GA,"Atlanta city, GA","Atlanta, GA",22020,1
13,30315,4000,GA,"Atlanta city, GA","Atlanta, GA",33823,1
13,30316,4000,GA,"Atlanta city, GA","Atlanta, GA",12897,1
13,30317,4000,GA,"Atlanta city, GA","Atlanta, GA",10633,1
13,30318,4000,GA,"Atlanta city, GA","Atlanta, GA",49736,1
13,30319,4000,GA,"Atlanta city, GA","North Atlanta, GA",5024,0.828
13,30319,68516,GA,"Sandy Springs city, GA","North Atlanta, GA",1044,0.172
13,30324,4000,GA,"Atlanta city, GA","Atlanta, GA",19905,1
13,30326,4000,GA,"Atlanta city, GA","Atlanta, GA",4802,1
13,30327,4000,GA,"Atlanta city, GA","Atlanta, GA",15812,0.712
13,30327,68516,GA,"Sandy Springs city, GA","Atlanta, GA",6396,0.288
13,30328,68516,GA,"Sandy Springs city, GA","Sandy Springs, GA",30348,1
13,30331,4000,GA,"Atlanta city, GA","Atlanta, GA",36505,1
13,30332,4000,GA,"Atlanta city, GA","Atlanta, GA",2970,1
13,30334,4000,GA,"Atlanta city, GA","Atlanta, GA",1,1
13,30336,4000,GA,"Atlanta city, GA","Atlanta, GA",18,1
13,30338,68516,GA,"Sandy Springs city, GA","Dunwoody, GA",251,1
13,30339,68516,GA,"Sandy Springs city, GA","Vinings, GA",254,1
13,30342,4000,GA,"Atlanta city, GA","Sandy Springs, GA",9282,0.311
13,30342,68516,GA,"Sandy Springs city, GA","Sandy Springs, GA",20597,0.689
13,30344,4000,GA,"Atlanta city, GA","East Point, GA",38,1
13,30350,68516,GA,"Sandy Springs city, GA","Sandy Springs, GA",34639,1
13,30354,4000,GA,"Atlanta city, GA","Atlanta, GA",8472,1
13,30363,4000,GA,"Atlanta city, GA","Atlanta, GA",2680,1
13,30501,31908,GA,"Gainesville city, GA","Gainesville, GA",19487,1
13,30504,31908,GA,"Gainesville city, GA","Gainesville, GA",9852,1
13,30506,31908,GA,"Gainesville city, GA","Gainesville, GA",1232,1
13,30507,31908,GA,"Gainesville city, GA","Gainesville, GA",2808,1
13,30566,31908,GA,"Gainesville city, GA","Oakwood, GA",425,1
13,30601,3440,GA,"Athens-Clarke County unified government (balance), GA","Athens-Clarke County unified government,",20480,1
13,30602,3440,GA,"Athens-Clarke County unified government (balance), GA","Athens-Clarke County unified government,",2409,1
13,30605,3440,GA,"Athens-Clarke County unified government (balance), GA","Athens-Clarke County unified government,",39745,1
13,30606,3440,GA,"Athens-Clarke County unified government (balance), GA","Athens-Clarke County unified government,",36474,1
13,30607,3440,GA,"Athens-Clarke County unified government (balance), GA","Athens-Clarke County unified government,",8055,1
13,30609,3440,GA,"Athens-Clarke County unified government (balance), GA","Athens-Clarke County unified government,",1956,1
13,30622,3440,GA,"Athens-Clarke County unified government (balance), GA","Bogart, GA",3674,1
13,30646,3440,GA,"Athens-Clarke County unified government (balance), GA","Hull, GA",54,1
13,30683,3440,GA,"Athens-Clarke County unified government (balance), GA","Winterville, GA",2605,1
13,30720,21380,GA,"Dalton city, GA","Dalton, GA",17532,1
13,30721,21380,GA,"Dalton city, GA","Dalton, GA",15416,1
13,30740,21380,GA,"Dalton city, GA","Rocky Face, GA",180,1
13,30805,4204,GA,"Augusta-Richmond County consolidated government (balance), GA",Augusta-Richmond County consolidated gov,1242,1
13,30812,4204,GA,"Augusta-Richmond County consolidated government (balance), GA",Augusta-Richmond County consolidated gov,363,1
13,30813,4204,GA,"Augusta-Richmond County consolidated government (balance), GA","Grovetown, GA",1339,1
13,30815,4204,GA,"Augusta-Richmond County consolidated government (balance), GA",Augusta-Richmond County consolidated gov,33192,1
13,30901,4204,GA,"Augusta-Richmond County consolidated government (balance), GA",Augusta-Richmond County consolidated gov,16445,1
13,30904,4204,GA,"Augusta-Richmond County consolidated government (balance), GA",Augusta-Richmond County consolidated gov,25666,1
13,30905,4204,GA,"Augusta-Richmond County consolidated government (balance), GA",Augusta-Richmond County consolidated gov,8955,1
13,30906,4204,GA,"Augusta-Richmond County consolidated government (balance), GA",Augusta-Richmond County consolidated gov,57748,1
13,30907,4204,GA,"Augusta-Richmond County consolidated government (balance), GA","Martinez, GA",9439,1
13,30909,4204,GA,"Augusta-Richmond County consolidated government (balance), GA",Augusta-Richmond County consolidated gov,41159,1
13,30912,4204,GA,"Augusta-Richmond County consolidated government (balance), GA",Augusta-Richmond County consolidated gov,296,1
13,31005,80508,GA,"Warner Robins city, GA","Bonaire, GA",4647,1
13,31008,80508,GA,"Warner Robins city, GA","Byron, GA",2207,1
13,31028,80508,GA,"Warner Robins city, GA","Centerville, GA",22,1
13,31047,80508,GA,"Warner Robins city, GA","Kathleen, GA",908,1
13,31088,80508,GA,"Warner Robins city, GA","Warner Robins, GA",35457,1
13,31093,80508,GA,"Warner Robins city, GA","Warner Robins, GA",21629,1
13,31098,80508,GA,"Warner Robins city, GA","Warner Robins, GA",1718,1
13,31302,69000,GA,"Savannah city, GA","Bloomingdale, GA",9,1
13,31313,38964,GA,"Hinesville city, GA","Hinesville, GA",33400,1
13,31314,38964,GA,"Hinesville city, GA","Fort Stewart, GA",37,1
13,31322,69000,GA,"Savannah city, GA","Pooler, GA",1907,1
13,31401,69000,GA,"Savannah city, GA","Savannah, GA",21696,1
13,31404,69000,GA,"Savannah city, GA","Savannah, GA",25224,1
13,31405,69000,GA,"Savannah city, GA","Savannah, GA",26548,1
13,31406,69000,GA,"Savannah city, GA","Savannah, GA",17322,1
13,31407,69000,GA,"Savannah city, GA","Port Wentworth, GA",1884,1
13,31408,69000,GA,"Savannah city, GA","Garden City, GA",2473,1
13,31409,69000,GA,"Savannah city, GA","Savannah, GA",652,1
13,31415,69000,GA,"Savannah city, GA","Savannah, GA",12083,1
13,31419,69000,GA,"Savannah city, GA","Savannah, GA",26488,1
13,31520,11560,GA,"Brunswick city, GA","Brunswick, GA",14801,1
13,31525,11560,GA,"Brunswick city, GA","Brunswick, GA",582,1
13,31601,78800,GA,"Valdosta city, GA","Valdosta, GA",20225,1
13,31602,78800,GA,"Valdosta city, GA","Valdosta, GA",25461,1
13,31605,78800,GA,"Valdosta city, GA","Valdosta, GA",6609,1
13,31698,78800,GA,"Valdosta city, GA","Valdosta, GA",2223,1
13,31701,1052,GA,"Albany city, GA","Albany, GA",18171,1
13,31705,1052,GA,"Albany city, GA","Albany, GA",22564,1
13,31707,1052,GA,"Albany city, GA","Albany, GA",23901,1
13,31721,1052,GA,"Albany city, GA","Albany, GA",12798,1
13,31801,19000,GA,"Columbus city, GA","Box Springs, GA",119,1
13,31808,19000,GA,"Columbus city, GA","Fortson, GA",985,1
13,31820,19000,GA,"Columbus city, GA","Columbus, GA",5934,1
13,31829,19000,GA,"Columbus city, GA","Columbus, GA",1063,1
13,31901,19000,GA,"Columbus city, GA","Columbus, GA",8638,1
13,31903,19000,GA,"Columbus city, GA","Columbus, GA",20128,1
13,31904,19000,GA,"Columbus city, GA","Columbus, GA",32871,1
13,31905,19000,GA,"Columbus city, GA","Cusseta-Chattahoochee County unified, GA",7881,1
13,31906,19000,GA,"Columbus city, GA","Columbus, GA",21757,1
13,31907,19000,GA,"Columbus city, GA","Columbus, GA",55332,1
13,31909,19000,GA,"Columbus city, GA","Columbus, GA",35177,1
15,96732,22700,HI,"Kahului CDP, HI","Kahului, HI",24337,0.982
15,96732,77450,HI,"Wailuku CDP, HI","Kahului, HI",439,0.018
15,96761,42950,HI,"Lahaina CDP, HI","Lahaina, HI",11704,1
15,96793,22700,HI,"Kahului CDP, HI","Wailuku, HI",2000,0.119
15,96793,77450,HI,"Wailuku CDP, HI","Wailuku, HI",14874,0.881
15,96813,71550,HI,"Urban Honolulu CDP, HI","Urban Honolulu, HI",22881,1
15,96814,71550,HI,"Urban Honolulu CDP, HI","Urban Honolulu, HI",18721,1
15,96815,71550,HI,"Urban Honolulu CDP, HI","Urban Honolulu, HI",31470,1
15,96816,71550,HI,"Urban Honolulu CDP, HI","Urban Honolulu, HI",49068,1
15,96817,71550,HI,"Urban Honolulu CDP, HI","Urban Honolulu, HI",54628,1
15,96818,71550,HI,"Urban Honolulu CDP, HI","Urban Honolulu, HI",34669,1
15,96819,71550,HI,"Urban Honolulu CDP, HI","Urban Honolulu, HI",49184,1
15,96821,71550,HI,"Urban Honolulu CDP, HI","East Honolulu, HI",505,1
15,96822,71550,HI,"Urban Honolulu CDP, HI","Urban Honolulu, HI",45007,1
15,96826,71550,HI,"Urban Honolulu CDP, HI","Urban Honolulu, HI",30842,1
15,96853,71550,HI,"Urban Honolulu CDP, HI","Hickam Housing, HI",125,1
15,96859,71550,HI,"Urban Honolulu CDP, HI","Tripler Army Medical Center, HI",156,1
16,83201,64090,ID,"Pocatello city, ID","Pocatello, ID",36171,1
16,83202,64090,ID,"Pocatello city, ID","Chubbuck, ID",1833,1
16,83204,64090,ID,"Pocatello city, ID","Pocatello, ID",15076,1
16,83209,64090,ID,"Pocatello city, ID","Pocatello, ID",1175,1
16,83301,82810,ID,"Twin Falls city, ID","Twin Falls, ID",44120,1
16,83341,82810,ID,"Twin Falls city, ID","Kimberly, ID",5,1
16,83401,39700,ID,"Idaho Falls city, ID","Idaho Falls, ID",16117,1
16,83402,39700,ID,"Idaho Falls city, ID","Idaho Falls, ID",21125,1
16,83404,39700,ID,"Idaho Falls city, ID","Idaho Falls, ID",19571,1
16,83501,46540,ID,"Lewiston city, ID","Lewiston, ID",31894,1
16,83616,8830,ID,"Boise City city, ID","Eagle, ID",17,1
16,83646,8830,ID,"Boise City city, ID","Meridian, ID",11,1
16,83702,8830,ID,"Boise City city, ID","Boise City, ID",21807,1
16,83703,8830,ID,"Boise City city, ID","Boise City, ID",15635,1
16,83704,8830,ID,"Boise City city, ID","Boise City, ID",39628,1
16,83705,8830,ID,"Boise City city, ID","Boise City, ID",26629,1
16,83706,8830,ID,"Boise City city, ID","Boise City, ID",29732,1
16,83709,8830,ID,"Boise City city, ID","Boise, ID",20767,1
16,83712,8830,ID,"Boise City city, ID","Boise City, ID",8089,1
16,83713,8830,ID,"Boise City city, ID","Boise City, ID",28103,1
16,83714,8830,ID,"Boise City city, ID","Garden City, ID",4274,1
16,83716,8830,ID,"Boise City city, ID","Boise City, ID",10979,1
16,83814,16750,ID,"Coeur dAlene city, ID","Coeur dAlene, ID",17034,1
16,83815,16750,ID,"Coeur dAlene city, ID","Coeur dAlene, ID",27103,1
17,60007,19642,IL,"Des Plaines city, IL","Elk Grove Village, IL",5,1
17,60010,35411,IL,"Hoffman Estates village, IL","Barrington, IL",2239,1
17,60016,19642,IL,"Des Plaines city, IL","Des Plaines, IL",36379,1
17,60018,14000,IL,"Chicago city, IL","Des Plaines, IL",1,0
17,60018,19642,IL,"Des Plaines city, IL","Des Plaines, IL",21978,1
17,60067,35411,IL,"Hoffman Estates village, IL","Palatine, IL",386,1
17,60068,19642,IL,"Des Plaines city, IL","Park Ridge, IL",2,1
17,60076,70122,IL,"Skokie village, IL","Skokie, IL",33415,1
17,60077,70122,IL,"Skokie village, IL","Skokie, IL",26825,1
17,60103,23074,IL,"Elgin city, IL","Bartlett, IL",4,1
17,60107,68003,IL,"Schaumburg village, IL","Streamwood, IL",21,1
17,60120,23074,IL,"Elgin city, IL","Elgin, IL",49947,1
17,60120,35411,IL,"Hoffman Estates village, IL","Elgin, IL",2,0
17,60123,23074,IL,"Elgin city, IL","Elgin, IL",46594,1
17,60124,23074,IL,"Elgin city, IL","Elgin, IL",11533,1
17,60140,23074,IL,"Elgin city, IL","Hampshire, IL",5,1
17,60169,35411,IL,"Hoffman Estates village, IL","Hoffman Estates, IL",33847,1
17,60173,35411,IL,"Hoffman Estates village, IL","Schaumburg, IL",18,0.001
17,60173,68003,IL,"Schaumburg village, IL","Schaumburg, IL",12144,0.999
17,60175,23074,IL,"Elgin city, IL","Campton Hills, IL",7,1
17,60177,23074,IL,"Elgin city, IL","South Elgin, IL",98,1
17,60192,35411,IL,"Hoffman Estates village, IL","Hoffman Estates, IL",15351,1
17,60193,68003,IL,"Schaumburg village, IL","Schaumburg, IL",37678,1
17,60194,35411,IL,"Hoffman Estates village, IL","Schaumburg, IL",52,0.003
17,60194,68003,IL,"Schaumburg village, IL","Schaumburg, IL",19725,0.997
17,60195,68003,IL,"Schaumburg village, IL","Schaumburg, IL",4659,1
17,60201,24582,IL,"Evanston city, IL","Evanston, IL",43125,1
17,60202,24582,IL,"Evanston city, IL","Evanston, IL",31361,1
17,60203,70122,IL,"Skokie village, IL","Skokie, IL",4523,1
17,60440,7133,IL,"Bolingbrook village, IL","Bolingbrook, IL",52908,1
17,60490,7133,IL,"Bolingbrook village, IL","Bolingbrook, IL",20455,1
17,60540,51622,IL,"Naperville city, IL","Naperville, IL",36829,1
17,60563,51622,IL,"Naperville city, IL","Naperville, IL",31819,1
17,60564,51622,IL,"Naperville city, IL","Naperville, IL",34233,1
17,60565,51622,IL,"Naperville city, IL","Naperville, IL",38972,1
17,60585,7133,IL,"Bolingbrook village, IL","Plainfield, IL",3,1
17,60601,14000,IL,"Chicago city, IL","Chicago, IL",11110,1
17,60602,14000,IL,"Chicago city, IL","Chicago, IL",1204,1
17,60603,14000,IL,"Chicago city, IL","Chicago, IL",493,1
17,60604,14000,IL,"Chicago city, IL","Chicago, IL",570,1
17,60605,14000,IL,"Chicago city, IL","Chicago, IL",24668,1
17,60606,14000,IL,"Chicago city, IL","Chicago, IL",2308,1
17,60607,14000,IL,"Chicago city, IL","Chicago, IL",23897,1
17,60608,14000,IL,"Chicago city, IL","Chicago, IL",82739,1
17,60609,14000,IL,"Chicago city, IL","Chicago, IL",64906,1
17,60610,14000,IL,"Chicago city, IL","Chicago, IL",37726,1
17,60611,14000,IL,"Chicago city, IL","Chicago, IL",28718,1
17,60612,14000,IL,"Chicago city, IL","Chicago, IL",33472,1
17,60613,14000,IL,"Chicago city, IL","Chicago, IL",48281,1
17,60614,14000,IL,"Chicago city, IL","Chicago, IL",66617,1
17,60615,14000,IL,"Chicago city, IL","Chicago, IL",40603,1
17,60616,14000,IL,"Chicago city, IL","Chicago, IL",48433,1
17,60617,14000,IL,"Chicago city, IL","Chicago, IL",84155,1
17,60618,14000,IL,"Chicago city, IL","Chicago, IL",92084,1
17,60619,14000,IL,"Chicago city, IL","Chicago, IL",63825,1
17,60620,14000,IL,"Chicago city, IL","Chicago, IL",72216,1
17,60621,14000,IL,"Chicago city, IL","Chicago, IL",35912,1
17,60622,14000,IL,"Chicago city, IL","Chicago, IL",52548,1
17,60623,14000,IL,"Chicago city, IL","Chicago, IL",92108,1
17,60624,14000,IL,"Chicago city, IL","Chicago, IL",38105,1
17,60625,14000,IL,"Chicago city, IL","Chicago, IL",78651,1
17,60626,14000,IL,"Chicago city, IL","Chicago, IL",50139,1
17,60628,14000,IL,"Chicago city, IL","Chicago, IL",72202,1
17,60629,14000,IL,"Chicago city, IL","Chicago, IL",113916,1
17,60630,14000,IL,"Chicago city, IL","Chicago, IL",54093,1
17,60631,14000,IL,"Chicago city, IL","Chicago, IL",28200,1
17,60632,14000,IL,"Chicago city, IL","Chicago, IL",91326,1
17,60633,14000,IL,"Chicago city, IL","Chicago, IL",8721,1
17,60634,14000,IL,"Chicago city, IL","Chicago, IL",74298,1
17,60636,14000,IL,"Chicago city, IL","Chicago, IL",40916,1
17,60637,14000,IL,"Chicago city, IL","Chicago, IL",49503,1
17,60638,14000,IL,"Chicago city, IL","Chicago, IL",50973,1
17,60639,14000,IL,"Chicago city, IL","Chicago, IL",90407,1
17,60640,14000,IL,"Chicago city, IL","Chicago, IL",65790,1
17,60641,14000,IL,"Chicago city, IL","Chicago, IL",71663,1
17,60642,14000,IL,"Chicago city, IL","Chicago, IL",18480,1
17,60643,14000,IL,"Chicago city, IL","Chicago, IL",49952,1
17,60644,14000,IL,"Chicago city, IL","Chicago, IL",48648,1
17,60645,14000,IL,"Chicago city, IL","Chicago, IL",45274,1
17,60646,14000,IL,"Chicago city, IL","Chicago, IL",27156,0.999
17,60646,70122,IL,"Skokie village, IL","Chicago, IL",21,0.001
17,60647,14000,IL,"Chicago city, IL","Chicago, IL",87291,1
17,60649,14000,IL,"Chicago city, IL","Chicago, IL",46650,1
17,60651,14000,IL,"Chicago city, IL","Chicago, IL",64267,1
17,60652,14000,IL,"Chicago city, IL","Chicago, IL",40959,1
17,60653,14000,IL,"Chicago city, IL","Chicago, IL",29908,1
17,60654,14000,IL,"Chicago city, IL","Chicago, IL",14875,1
17,60655,14000,IL,"Chicago city, IL","Chicago, IL",28547,1
17,60656,14000,IL,"Chicago city, IL","Chicago, IL",26865,1
17,60657,14000,IL,"Chicago city, IL","Chicago, IL",65996,1
17,60659,14000,IL,"Chicago city, IL","Chicago, IL",38104,1
17,60660,14000,IL,"Chicago city, IL","Chicago, IL",42752,1
17,60661,14000,IL,"Chicago city, IL","Chicago, IL",7792,1
17,60706,14000,IL,"Chicago city, IL","Norridge, IL",62,1
17,60707,14000,IL,"Chicago city, IL","Elmwood Park, IL",18037,1
17,60714,14000,IL,"Chicago city, IL","Niles, IL",3,1
17,60827,14000,IL,"Chicago city, IL","Riverdale, IL",6483,1
17,60901,38934,IL,"Kankakee city, IL","Kankakee, IL",27535,1
17,60922,38934,IL,"Kankakee city, IL","Chebanse, IL",2,1
17,61101,65000,IL,"Rockford city, IL","Rockford, IL",16644,1
17,61102,65000,IL,"Rockford city, IL","Rockford, IL",13248,1
17,61103,65000,IL,"Rockford city, IL","Rockford, IL",22573,1
17,61104,65000,IL,"Rockford city, IL","Rockford, IL",19269,1
17,61107,65000,IL,"Rockford city, IL","Rockford, IL",25561,1
17,61108,65000,IL,"Rockford city, IL","Rockford, IL",23644,1
17,61109,65000,IL,"Rockford city, IL","Rockford, IL",17155,1
17,61114,65000,IL,"Rockford city, IL","Rockford, IL",14777,1
17,61201,65078,IL,"Rock Island city, IL","Rock Island, IL",38858,1
17,61240,49867,IL,"Moline city, IL","Coal Valley, IL",26,1
17,61264,49867,IL,"Moline city, IL","Milan, IL",84,0.913
17,61264,65078,IL,"Rock Island city, IL","Milan, IL",8,0.087
17,61265,49867,IL,"Moline city, IL","Moline, IL",43373,0.997
17,61265,65078,IL,"Rock Island city, IL","Moline, IL",152,0.003
17,61525,59000,IL,"Peoria city, IL","Peoria, IL",3985,1
17,61528,59000,IL,"Peoria city, IL","Edwards, IL",1045,1
17,61602,59000,IL,"Peoria city, IL","Peoria, IL",1055,1
17,61603,59000,IL,"Peoria city, IL","Peoria, IL",17600,1
17,61604,59000,IL,"Peoria city, IL","Peoria, IL",20177,1
17,61605,59000,IL,"Peoria city, IL","Peoria, IL",14795,1
17,61606,59000,IL,"Peoria city, IL","Peoria, IL",8051,1
17,61614,59000,IL,"Peoria city, IL","Peoria, IL",27617,1
17,61615,59000,IL,"Peoria city, IL","Peoria, IL",20257,1
17,61616,59000,IL,"Peoria city, IL","Peoria Heights, IL",40,1
17,61625,59000,IL,"Peoria city, IL","Peoria, IL",385,1
17,61701,6613,IL,"Bloomington city, IL","Bloomington, IL",35906,1
17,61704,6613,IL,"Bloomington city, IL","Bloomington, IL",35307,1
17,61705,6613,IL,"Bloomington city, IL","Bloomington, IL",5359,1
17,61761,6613,IL,"Bloomington city, IL","Normal, IL",38,1
17,61801,12385,IL,"Champaign city, IL","Urbana, IL",1,0
17,61801,77005,IL,"Urbana city, IL","Urbana, IL",30650,1
17,61802,77005,IL,"Urbana city, IL","Urbana, IL",10600,1
17,61820,12385,IL,"Champaign city, IL","Champaign, IL",36530,1
17,61821,12385,IL,"Champaign city, IL","Champaign, IL",28945,1
17,61822,12385,IL,"Champaign city, IL","Champaign, IL",15579,1
17,61832,18563,IL,"Danville city, IL","Danville, IL",30940,1
17,61834,18563,IL,"Danville city, IL","Danville, IL",2087,1
17,62501,18823,IL,"Decatur city, IL","Argenta, IL",8,1
17,62521,18823,IL,"Decatur city, IL","Decatur, IL",28112,1
17,62522,18823,IL,"Decatur city, IL","Decatur, IL",14520,1
17,62523,18823,IL,"Decatur city, IL","Decatur, IL",1237,1
17,62526,18823,IL,"Decatur city, IL","Decatur, IL",32201,1
17,62535,18823,IL,"Decatur city, IL","Forsyth, IL",44,1
17,62629,72000,IL,"Springfield city, IL","Chatham, IL",344,1
17,62670,72000,IL,"Springfield city, IL","New Berlin, IL",6,1
17,62701,72000,IL,"Springfield city, IL","Springfield, IL",1152,1
17,62702,72000,IL,"Springfield city, IL","Springfield, IL",32656,1
17,62703,72000,IL,"Springfield city, IL","Springfield, IL",24556,1
17,62704,72000,IL,"Springfield city, IL","Springfield, IL",34944,1
17,62707,72000,IL,"Springfield city, IL","Springfield, IL",2966,1
17,62711,72000,IL,"Springfield city, IL","Springfield, IL",11906,1
17,62712,72000,IL,"Springfield city, IL","Springfield, IL",7720,1
17,62901,11163,IL,"Carbondale city, IL","Carbondale, IL",23914,1
17,62902,11163,IL,"Carbondale city, IL","Carbondale, IL",550,1
17,62903,11163,IL,"Carbondale city, IL","Carbondale, IL",1409,1
17,62918,46916,IL,"Marion city, IL","Carterville, IL",3,1
17,62922,46916,IL,"Marion city, IL","Creal Springs, IL",24,1
